"sample","site","species","ssd","per.N","per.C","ht","dbh","dbh2","dbh3","lma","type","C.N"
"af_alninc_14","af","alninc",NA,NA,NA,3.19,1.947,1.721,NA,NA,"shrub",NA
"af_alninc_20","af","alninc",0.417432098765432,3.4,49,4.65,4.1,3.3,2.8,0.0433736155793309,"shrub",14.4
"af_alninc_5","af","alninc",0.386989247311828,3.3,48.8,5.48,2.655,4.354,NA,0.053397415626569,"shrub",15
"af_alninc_6","af","alninc",0.51309243697479,3,47.7,6.77,7.8,8.9,7.2,0.057316871515243,"shrub",15.9
"af_alninc_7","af","alninc",0.436467889908257,3.1,48.9,5.35,4.2,5.5,4.3,0.0453223908887876,"shrub",15.9
"af_alninc_9","af","alninc",0.508314176245211,2.9,48.8,4.8,4.7,NA,NA,0.0989093492549347,"shrub",16.8
"af_alnvir_1","af","alnvir",0.427575757575758,2.5,48.2,2.33,0.816,1.525,NA,0.0654236938716517,"shrub",19.6
"af_alnvir_11","af","alnvir",0.437157190635451,2.4,49.4,3.49,1.924,1.328,0.865,0.0753595350620644,"shrub",20.7
"af_alnvir_12","af","alnvir",0.429415204678363,2.4,48.9,3.4,1.409,1.232,1.17,0.070859506458779,"shrub",20.8
"af_alnvir_13","af","alnvir",0.409288888888889,2.4,48.5,2.76,1.928,1.953,3.163,0.0685758916349888,"shrub",20.6
"af_alnvir_14","af","alnvir",0.447751677852349,2.6,48,3.96,2.588,1.821,1.764,0.0874986552613154,"shrub",18.6
"af_alnvir_2","af","alnvir",0.40189701897019,2.3,48.3,3.11,1.509,1.382,1.231,0.0734663945413812,"shrub",20.8
"af_alnvir_20","af","alnvir",0.439151515151515,3.3,47.7,4.39,4,5.2,4.5,0.0438748148456511,"shrub",14.4
"af_alnvir_3","af","alnvir",0.410909090909091,2,51.2,3.38,1.692,2.055,1.509,0.0814007549278301,"shrub",25.8
"af_alnvir_4","af","alnvir",0.472393442622951,2.5,49.4,3.33,1.317,1.24,1.42,0.0575137925548021,"shrub",19.4
"af_alnvir_5","af","alnvir",0.419435215946844,2.8,49.1,2.18,1.294,0.915,0.888,0.0653237155316528,"shrub",17.8
"af_amealn_1","af","amealn",0.552264957264957,3.4,45.4,1.81,1.588,1.312,1.13,0.0578646665262554,"shrub",13.2
"af_amealn_10","af","amealn",0.647962264150943,1.9,47.1,1.98,1.095,NA,NA,0.0273621135143452,"shrub",24.7
"af_amealn_12","af","amealn",0.615734072022161,2.3,45.4,3.64,1.002,NA,NA,0.0252042881340252,"shrub",20.1
"af_amealn_2","af","amealn",0.511679841897233,3.6,47,1.58,1.183,NA,NA,0.0595522212458488,"shrub",13.1
"af_amealn_3","af","amealn",0.543991596638655,3.4,47.3,2.34,1.986,NA,NA,0.0401205994454804,"shrub",13.9
"af_amealn_5","af","amealn",0.579783281733746,2.7,47.2,2.1,2.357,NA,NA,0.0707303182140177,"shrub",17.2
"af_amealn_6","af","amealn",0.513919413919414,2.3,50.4,2.75,1.536,NA,NA,0.0785519747950018,"shrub",22.2
"af_amealn_7","af","amealn",0.515738498789346,2,48.3,2.43,1.432,1.036,NA,0.0730724095012788,"shrub",24.4
"af_amealn_8","af","amealn",0.536843657817109,2.4,48.1,2.05,1.238,1.387,1.034,0.0510026414938727,"shrub",20
"af_amealn_9","af","amealn",0.64623595505618,2.5,46.2,1.82,1.293,NA,NA,0.0353618383907844,"shrub",18.4
"af_betpap_10","af","betpap",0.556234413965087,2.3,47.5,7.48,9.9,NA,NA,0.0553488144760258,"tree",20.8
"af_betpap_11","af","betpap",0.497222222222222,2.4,45.2,15.76,33.1,NA,NA,0.0450163963412704,"tree",19.1
"af_betpap_2","af","betpap",0.527595419847328,2.4,48.8,9.42,9.9,NA,NA,0.0377383007159279,"tree",20.5
"af_betpap_3","af","betpap",0.5434375,2.4,48.3,11.73,10.5,NA,NA,0.0363689163401079,"tree",20.3
"af_betpap_4","af","betpap",0.563852941176471,2.3,45,10.42,18,NA,NA,0.0366062902446546,"tree",19.2
"af_betpap_5","af","betpap",0.523371428571428,2.5,48.3,13.6,18.5,NA,NA,0.0381825173319896,"tree",19.1
"af_betpap_6","af","betpap",0.52304469273743,2.8,48.5,11.73,10.6,NA,NA,0.0346454951202926,"tree",17.1
"af_betpap_7","af","betpap",0.530233236151603,2.4,47.5,8.11,10,NA,NA,0.0513521354888521,"tree",20
"af_betpap_8","af","betpap",0.543877551020408,2.8,48.3,11.73,12.6,NA,NA,0.040448092913964,"tree",17.5
"af_betpap_9","af","betpap",0.54052752293578,2.8,48.4,10.14,12.9,NA,NA,0.0514843722659316,"tree",17.1
"af_corsto_1","af","corsto",0.371358024691358,2.2,44.5,1.32,14.1,NA,NA,0.0492840030844367,"shrub",20.6
"af_corsto_10","af","corsto",0.394825174825175,2.6,41.9,2.32,1.732,1.538,NA,0.0509637661307628,"shrub",16.4
"af_corsto_11","af","corsto",0.394753521126761,3,44.8,2.72,2.348,NA,NA,0.0342863604475751,"shrub",14.8
"af_corsto_3","af","corsto",0.447604456824513,3.1,44.7,3.63,1.534,0.67,NA,0.0335110984738287,"shrub",14.5
"af_corsto_4","af","corsto",0.45554054054054,2.5,44.3,2.23,1.451,NA,NA,0.0271589350299903,"shrub",17.4
"af_corsto_5","af","corsto",0.470204081632653,2.3,46,3.2,2.971,NA,NA,0.0629025756242116,"shrub",20.1
"af_corsto_6","af","corsto",0.527127659574468,2.1,44.9,1.6,1.701,NA,NA,0.0581715203271023,"shrub",21.3
"af_corsto_7","af","corsto",0.445873786407767,2.2,43.4,1.81,1.809,NA,NA,0.0436363301695427,"shrub",19.8
"af_corsto_8","af","corsto",0.461476793248945,2.3,43.3,1.62,0.954,NA,NA,0.0306935306871809,"shrub",18.8
"af_corsto_9","af","corsto",0.490776255707763,2.2,43.2,2.74,1.124,NA,NA,0.0340219939244122,"shrub",19.5
"af_loninv_1","af","loninv",0.438100358422939,2.7,47.1,1.23,1.275,NA,NA,0.0246708138333086,"shrub",17.2
"af_loninv_11","af","loninv",0.389183673469388,3.1,47.3,1.59,2.74,1.599,3.474,0.0307124021193184,"shrub",15.5
"af_loninv_2","af","loninv",0.478412371134021,1.7,47.2,1.17,1.164,NA,NA,0.0531642646432108,"shrub",27.9
"af_loninv_3","af","loninv",0.529012578616352,2.3,48.2,1.4,1.201,NA,NA,0.041933609702761,"shrub",21.2
"af_loninv_3_02","af","loninv",0.435837765957447,2.7,47.3,2.46,2.071,NA,NA,0.0322669034394715,"shrub",17.7
"af_loninv_4","af","loninv",0.465304878048781,1.5,45.8,1.22,0.721,NA,NA,0.0586101548042073,"shrub",29.8
"af_loninv_5","af","loninv",0.446436781609195,1.8,47.1,1.21,1.198,NA,NA,0.0699786251199967,"shrub",26.1
"af_loninv_6","af","loninv",0.463371757925072,2,45.6,1.41,1.111,NA,NA,0.0513941086974714,"shrub",22.8
"af_loninv_8","af","loninv",0.455308016877637,3.2,48.7,1.06,1.007,NA,NA,0.0367219141180634,"shrub",15.3
"af_loninv_9","af","loninv",0.484646017699115,2.5,47.2,1.79,1.555,NA,NA,0.0525481283762686,"shrub",18.8
"af_popbal_1","af","popbal",0.421484375,2.1,47.6,5.09,6.3,6.5,6.2,0.0656594019051117,"tree",22.4
"af_popbal_2","af","popbal",0.487408376963351,2.2,48.8,20,34.6,NA,NA,0.0552096911116026,"tree",22.1
"af_popbal_2_2","af","popbal",0.446933333333333,NA,NA,14.9,14.2,NA,NA,0.0439150680171006,"tree",NA
"af_popbal_3","af","popbal",0.431666666666667,1.7,47.9,7.14,10.8,NA,NA,0.0584659400255984,"tree",27.8
"af_popbal_4","af","popbal",0.475535714285714,2.3,47.5,9.03,5.742,NA,NA,0.0639335955915639,"tree",21
"af_popbal_5","af","popbal",0.476009174311927,2.5,46.6,7.48,5.96,NA,NA,0.0645601235318648,"tree",18.6
"af_popbal_6","af","popbal",0.483498233215548,2.3,47.5,7.22,4.672,NA,NA,0.0705948991037089,"tree",20.6
"af_popbal_7","af","popbal",0.465723270440252,2.1,48.2,4.8,4.175,1.496,NA,0.0624065368287623,"tree",23.2
"af_popbal_8","af","popbal",0.492236842105263,1.8,48.5,4.8,2.499,NA,NA,0.0724212683177783,"tree",27.3
"af_popbal_9","af","popbal",0.517852941176471,1.8,45.5,9.03,9.906,NA,NA,0.0700403714075589,"tree",24.9
"af_poptre_10","af","poptre",0.454379310344828,2.4,48.6,4.21,3.6,NA,NA,0.0520224672496997,"tree",20.1
"af_poptre_12","af","poptre",0.482196531791908,2.4,46.5,10.14,7.844,NA,NA,0.0779439228551694,"tree",19.6
"af_poptre_12_02","af","poptre",0.470745501285347,NA,NA,19.37,17.5,NA,NA,NA,"tree",NA
"af_poptre_13","af","poptre",0.441687344913151,NA,NA,11.12,6,NA,NA,0.0528799618003625,"tree",NA
"af_poptre_15","af","poptre",0.54150289017341,NA,NA,2.91,2.744,NA,NA,0.0530690255822902,"tree",NA
"af_poptre_3","af","poptre",0.35156976744186,2.4,48.2,6.77,5.4,NA,NA,0.0593237385323805,"tree",19.9
"af_poptre_4","af","poptre",0.481761363636364,2.2,48.1,6.38,4.4,NA,NA,0.0716595582896956,"tree",22
"af_poptre_5","af","poptre",0.522065868263473,2.2,47.3,4.8,6,NA,NA,0.0715434817804051,"tree",21.2
"af_poptre_6","af","poptre",0.52679347826087,1.9,46.8,14.17,12.7,NA,NA,0.0772635951416424,"tree",24.1
"af_poptre_7","af","poptre",NA,3.2,50.7,NA,NA,NA,NA,0.0379984583350296,NA,16
"af_poptre_8","af","poptre",0.417403598971722,2.9,49.6,5.95,8.1,NA,NA,0.0297093503713376,"tree",17
"af_poptre_9","af","poptre",0.440517711171662,2.8,53.4,9.54,8,NA,NA,0.0546879373617958,"tree",19.1
"af_riblac_1","af","riblac",0.597519379844961,1.7,44.4,0.46,0.408,NA,NA,0.0396931377894589,"shrub",26.1
"af_riblac_10","af","riblac",0.520108108108108,2.4,44.6,1.29,0.803,NA,NA,0.0271401928743847,"shrub",18.3
"af_riblac_11","af","riblac",0.581156069364162,2.5,42,0.92,0.756,NA,NA,0.0247917363882923,"shrub",17.2
"af_riblac_12","af","riblac",0.532452830188679,3.2,43.9,1.13,0.808,NA,NA,0.0224516983109813,"shrub",13.9
"af_riblac_2","af","riblac",0.454296296296296,1.9,46.2,0.53,0.687,NA,NA,0.0417542423651521,"shrub",24.7
"af_riblac_20","af","riblac",0.570490196078431,1.8,43.6,0.76,0.504,NA,NA,0.0355032568937688,"shrub",24.7
"af_riblac_4","af","riblac",0.526129032258065,2.1,42.3,0.9,0.721,NA,NA,0.0335902668820046,"shrub",20.4
"af_riblac_4","af","riblac",0.217465437788018,2.1,42.3,0.9,0.721,NA,NA,0.0335902668820046,"shrub",20.4
"af_riblac_6","af","riblac",0.610728744939271,1.8,43,1.07,0.636,0.6,NA,0.0323074788571768,"shrub",24.3
"af_riblac_7","af","riblac",0.631865671641791,1.7,46,0.92,0.799,NA,NA,0.0709436172184656,"shrub",27.8
"af_riblac_8","af","riblac",0.507560975609756,2.1,45,1.43,0.91,NA,NA,0.0485395156242148,"shrub",21.3
"af_rubpar_10","af","rubpar",0.261592592592593,2.9,42.5,1.28,0.69,NA,NA,0.0269157194049144,"shrub",14.7
"af_rubpar_11","af","rubpar",0.480355871886121,1.7,43,1.04,0.709,NA,NA,0.0291393100955505,"shrub",25.9
"af_rubpar_13","af","rubpar",0.477552742616034,2.6,42.7,0.88,0.658,NA,NA,0.028594333074372,"shrub",16.1
"af_rubpar_14","af","rubpar",0.2954,2.5,44.6,0.89,6.61,NA,NA,0.0405352545404813,"shrub",18
"af_rubpar_15","af","rubpar",0.273103448275862,3.5,45.2,1.4,0.881,NA,NA,0.0283400295069852,"shrub",12.8
"af_rubpar_16","af","rubpar",0.217146666666667,3.7,45.5,1.4,1.031,NA,NA,0.027087628106732,"shrub",12.2
"af_rubpar_2","af","rubpar",0.314813432835821,3.2,43.4,0.91,0.787,NA,NA,0.0347476099558203,"shrub",13.6
"af_rubpar_3","af","rubpar",0.280236220472441,3.2,44.8,1.17,0.846,NA,NA,0.0304804895370933,"shrub",14.1
"af_rubpar_4","af","rubpar",0.273520599250936,2.7,45,0.69,0.636,NA,NA,0.0396402989328944,"shrub",16.6
"af_rubpar_5","af","rubpar",0.292727272727273,2.4,42.5,0.59,0.463,NA,NA,0.0225170788132344,"shrub",17.7
"af_rubpar_6","af","rubpar",0.284814814814815,2.4,42.7,0.64,0.484,0.552,0.426,0.0241606202828869,"shrub",17.5
"af_rubpar_7","af","rubpar",NA,2.3,42.2,NA,NA,NA,NA,0.0258462004644479,NA,18.4
"af_rubpar_9","af","rubpar",0.428943661971831,NA,NA,0.75,0.621,NA,NA,NA,"shrub",NA
"af_samrac_1","af","samrac",0.333459357277883,4.1,48.1,2.19,3.071,NA,NA,0.048358139387117,"shrub",11.6
"af_samrac_10","af","samrac",0.327539503386005,3.8,49.2,1.69,2.919,NA,NA,0.052323648317101,"shrub",12.8
"af_samrac_12","af","samrac",0.237430406852248,4.8,49.2,2.51,2.45,NA,NA,0.0371729734849236,"shrub",10.3
"af_samrac_13","af","samrac",0.25831884057971,6,48.7,2.36,2.054,NA,NA,0.0212281822111768,"shrub",8.2
"af_samrac_3","af","samrac",0.28981228668942,5.5,47.5,1.83,1.858,NA,NA,0.0365842890287141,"shrub",8.7
"af_samrac_4","af","samrac",0.281839378238342,4.9,49.6,1.8,1.91,NA,NA,0.0326483794854673,"shrub",10.2
"af_samrac_5","af","samrac",0.253846153846154,5,48.2,1.98,1.87,NA,NA,0.0286819733353938,"shrub",9.6
"af_samrac_6","af","samrac",0.281012658227848,6.2,46.6,2.08,3.365,NA,NA,0.0263843522915314,"shrub",7.5
"af_samrac_7","af","samrac",0.200295566502463,6.2,46.4,2.21,1.726,1.384,1.791,0.0292741949947183,"shrub",7.4
"af_samrac_9","af","samrac",0.249907407407407,4.3,49.7,1.66,1.383,NA,NA,0.0429635037573926,"shrub",11.7
"af_shecan_1","af","shecan",0.562435424354244,2.3,45.5,0.74,0.946,NA,NA,0.334373177645117,"shrub",20.1
"af_shecan_10","af","shecan",0.494847457627119,3.9,46.4,1.7,2.444,NA,NA,0.0315265147266641,"shrub",11.9
"af_shecan_2","af","shecan",0.50296803652968,3.8,45.8,1.03,1.315,NA,NA,0.0423519810576421,"shrub",11.9
"af_shecan_3","af","shecan",0.466666666666667,2.8,47,0.8,0.789,0.64,0.731,0.0812595982500559,"shrub",16.6
"af_shecan_4","af","shecan",0.458982035928144,2.7,46.5,0.88,0.958,NA,NA,0.0761249021613318,"shrub",17.2
"af_shecan_5","af","shecan",0.546855036855037,4.3,47,1.51,2.439,NA,NA,0.0715452208256562,"shrub",10.8
"af_shecan_6","af","shecan",0.555393939393939,2.8,47,1.57,0.986,1.087,0.88,0.1056391686215,"shrub",17.1
"af_shecan_7","af","shecan",0.491261261261261,3.3,46.6,1.54,1.342,1.484,NA,0.0662245929529915,"shrub",14
"af_shecan_8","af","shecan",0.479164420485175,2.2,46.1,1.47,1.841,NA,NA,0.101953559542188,"shrub",20.6
"af_shecan_9","af","shecan",0.502821428571429,3.6,51.5,1.04,1.139,NA,NA,0.0461382471841328,"shrub",14.2
"af_sorsco_10","af","sorsco",0.48458904109589,2.5,44.7,3.91,1.295,NA,NA,0.032880105064044,"shrub",17.9
"af_sorsco_11","af","sorsco",0.458368794326241,2.3,57,3.47,2.772,NA,NA,NA,"shrub",25.4
"af_sorsco_13","af","sorsco",0.444074074074074,3.4,46.5,2.09,2.246,NA,NA,NA,"shrub",13.8
"af_sorsco_2","af","sorsco",0.40587044534413,3.3,45,NA,2.825,NA,NA,0.145943947289096,"shrub",13.6
"af_sorsco_3","af","sorsco",0.436977611940298,2.9,47.1,6.38,1.719,NA,NA,0.0759833435603361,"shrub",16.3
"af_sorsco_3_02","af","sorsco",0.430942028985507,3.5,45.3,1.73,3.2,4,NA,0.0385146638525056,"shrub",13.1
"af_sorsco_6","af","sorsco",0.379358490566038,2.5,42.6,1.32,1.226,0.984,NA,0.0293878659427082,"shrub",16.8
"af_sorsco_7","af","sorsco",0.490387409200969,3,44.3,2.07,1.538,1.468,NA,0.0453354340291948,"shrub",14.7
"af_sorsco_8","af","sorsco",0.475578231292517,2.8,46,4.39,1.799,NA,NA,0.038019709537497,"shrub",16.2
"af_sorsco_9","af","sorsco",0.448580441640379,2.7,44.1,3.64,1.271,1.407,NA,0.0269052236319658,"shrub",16.4
"af_spibet_1","af","spibet",0.530537634408602,1.8,47.7,0.46,0.315,NA,NA,0.0305923000949393,"shrub",26.3
"af_spibet_11","af","spibet",0.577421383647799,2.1,47.6,0.5,0.354,NA,NA,0.0539478691433347,"shrub",22.7
"af_spibet_12","af","spibet",0.561513157894737,NA,NA,0.51,0.448,NA,NA,NA,"shrub",NA
"af_spibet_13","af","spibet",0.516875,2.3,49.2,0.97,0.588,NA,NA,0.0348727551223503,"shrub",21.5
"af_spibet_14","af","spibet",0.51174672489083,2.6,45.5,0.91,0.565,NA,NA,0.0326716159593381,"shrub",17.7
"af_spibet_2","af","spibet",0.0537254901960784,2.7,48,0.55,0.559,NA,NA,0.042120920593354,"shrub",18.1
"af_spibet_20","af","spibet",0.455471698113208,1.7,44.4,0.58,0.361,NA,NA,0.0299557246365991,"shrub",26
"af_spibet_4","af","spibet",0.535121951219512,2.2,47.6,0.05,0.299,NA,NA,0.0402803169931571,"shrub",21.5
"af_spibet_5","af","spibet",0.521320754716981,2.5,48.2,0.64,0.392,NA,NA,0.03854131269811,"shrub",19.3
"af_spibet_6","af","spibet",NA,2.5,48,NA,NA,NA,NA,0.0509432497499608,NA,19.4
"af_spibet_6_02","af","spibet",0.535494505494506,2,48.7,0.52,0.283,NA,NA,0.0531544842694684,"shrub",24
"af_spipyr_1","af","spipyr",0.42969696969697,3.4,47.2,1.15,0.771,NA,NA,0.0253458347581264,"shrub",14
"af_spipyr_11","af","spipyr",0.385278969957082,1.7,46.6,1,0.6,NA,NA,0.0438246664252263,"shrub",27.5
"af_spipyr_12","af","spipyr",0.415632653061224,2.9,46.9,1.15,0.576,NA,NA,0.0361335466845589,"shrub",16.2
"af_spipyr_13","af","spipyr",NA,2.6,47.2,1.52,0.859,NA,NA,0.0322985908519721,"shrub",18.1
"af_spipyr_14","af","spipyr",0.56140625,2,47.9,1.08,0.507,NA,NA,0.0436993770531493,"shrub",23.5
"af_spipyr_16","af","spipyr",0.403148936170213,2.6,47.2,0.99,0.76,NA,NA,0.0323378608637721,"shrub",18.3
"af_spipyr_17","af","spipyr",0.461340206185567,2.7,46.9,0.98,0.591,NA,NA,0.0282364858938261,"shrub",17.5
"af_spipyr_18","af","spipyr",0.39419512195122,2.8,47,1.45,0.867,NA,NA,0.0248838306276995,"shrub",17
"af_spipyr_19","af","spipyr",0.521020408163265,2.6,46,0.87,0.788,NA,NA,0.0293375403184929,"shrub",17.6
"af_spipyr_2","af","spipyr",0.486219931271478,2.9,47.2,1.32,0.993,NA,NA,0.0264478036779159,"shrub",16.1
"af_symalb_1","af","symalb",0.549798387096774,2.3,52,0.73,0.556,NA,NA,0.0369311695757446,"shrub",22.3
"af_symalb_11","af","symalb",0.560229885057471,2,51.6,0.83,0.872,NA,NA,0.0478610480882668,"shrub",25.7
"af_symalb_12","af","symalb",0.5684,2,47.1,0.69,0.531,NA,NA,0.0583403676999153,"shrub",24
"af_symalb_2","af","symalb",0.503702422145329,2.5,45.5,1.22,0.699,NA,NA,0.0267289694021094,"shrub",18.4
"af_symalb_3","af","symalb",0.538132911392405,2.1,46.8,1.26,1.031,NA,NA,0.0324459147565677,"shrub",22.8
"af_symalb_4","af","symalb",0.561684210526316,2.2,48.8,1.15,0.78,NA,NA,0.0543011909990122,"shrub",22.1
"af_symalb_5","af","symalb",0.573966244725738,2.4,45.1,1.15,0.604,NA,NA,0.0572699492510062,"shrub",18.8
"af_symalb_6","af","symalb",0.582647058823529,2,44.7,0.95,0.55,0.59,NA,0.0280536720778818,"shrub",22.7
"af_symalb_7","af","symalb",0.626949152542373,1.6,45.9,0.54,0.278,NA,NA,0.0467484018885952,"shrub",28.5
"af_symalb_8","af","symalb",0.52133064516129,1.6,46.6,0.6,0.609,NA,NA,0.0548281128385821,"shrub",30
"af_vacmem_1","af","vacmem",0.495427135678392,2.3,47.8,0.45,0.508,NA,NA,0.0417456316810503,"shrub",20.7
"af_vacmem_10","af","vacmem",0.532146341463415,1.8,48,0.28,0.624,NA,NA,0.0684084326135551,"shrub",26.5
"af_vacmem_20","af","vacmem",0.48240157480315,2.1,47,0.44,0.493,NA,NA,0.0345468042551649,"shrub",22.3
"af_vacmem_3","af","vacmem",0.491866666666667,2.6,55.6,0.48,0.521,NA,NA,0.0457125963425343,"shrub",21.6
"af_vacmem_4","af","vacmem",0.499310344827586,2.5,49.8,0.3,0.293,NA,NA,0.0572682866077547,"shrub",19.7
"af_vacmem_5","af","vacmem",0.537269372693727,NA,NA,0.68,0.971,0.876,0.759,0.0715725200990978,"shrub",NA
"af_vacmem_6","af","vacmem",0.5284375,2.3,53.3,0.36,0.366,NA,NA,0.0445471835871886,"shrub",23.7
"af_vacmem_7","af","vacmem",0.503524904214559,2.4,48.2,0.55,0.574,NA,NA,0.0502523289779562,"shrub",20.4
"af_vacmem_8","af","vacmem",0.519622641509434,2.2,46.5,0.51,0.677,NA,NA,0.0435660342259846,"shrub",21
"af_vacmem_9","af","vacmem",0.556847826086956,1.8,49.7,0.5,0.864,NA,NA,0.0593974842609525,"shrub",27.2
"af_vibedu_1","af","vibedu",0.445588972431078,2.5,45.1,1.12,0.866,NA,NA,0.0325277123459917,"shrub",17.8
"af_vibedu_11","af","vibedu",0.453521126760563,2.2,43.7,1.24,0.898,NA,NA,0.0895025079146188,"shrub",20.1
"af_vibedu_12","af","vibedu",0.418041666666667,2.6,44.7,1.51,1.345,NA,NA,0.0366181451504263,"shrub",17.1
"af_vibedu_2","af","vibedu",0.504857142857143,1.8,45.4,0.75,0.822,NA,NA,0.0449714428428792,"shrub",25.6
"af_vibedu_3","af","vibedu",0.367279151943463,2.8,44.2,1.12,0.744,NA,NA,0.0297951189048795,"shrub",15.9
"af_vibedu_4","af","vibedu",0.462303664921466,1.6,46.1,0.8,1.085,NA,NA,0.0669188720491716,"shrub",28.7
"af_vibedu_5","af","vibedu",0.491357340720222,8.6,16.9,1.36,1.067,NA,NA,0.0487123445935096,"shrub",19.6
"af_vibedu_6","af","vibedu",0.469494163424124,1.7,45.8,2.17,1.392,NA,NA,0.0475798076955036,"shrub",27.2
"af_vibedu_7","af","vibedu",0.403333333333333,2,45.3,1.18,0.856,NA,NA,0.0399991578382423,"shrub",23.3
"af_vibedu_8","af","vibedu",0.406556776556777,1.8,43.8,0.85,0.571,NA,NA,0.0285684450987733,"shrub",25.1
"kl_acegla_1","kl","acegla",0.560501672240803,3.1,46.7,4.8,40.8,5.136,4.69,0.0229494714570796,"tree",15.2
"kl_acegla_10","kl","acegla",0.419764397905759,2.2,46.5,NA,10.6,NA,NA,0.052427358707562,"tree",21.1
"kl_acegla_11","kl","acegla",0.529595141700405,2.8,46,8.62,5.3,3.4,2.2,0.0355344911116302,"tree",16.3
"kl_acegla_3","kl","acegla",0.563931623931624,2,44.7,4.7,2.546,2.037,NA,0.0280981464583135,"tree",22.8
"kl_acegla_4","kl","acegla",0.565878787878788,2.5,47,5.09,13.1,NA,NA,0.0296220676989977,"tree",19.1
"kl_acegla_5","kl","acegla",0.480858895705521,2.6,45.9,10.7,9.6,6.9,NA,0.0294644827672977,"tree",17.5
"kl_acegla_6","kl","acegla",0.551592592592593,1.8,46.7,5.09,6.1,NA,NA,0.0484091625202861,"tree",26.2
"kl_acegla_7","kl","acegla",0.58782991202346,2.2,45.1,11.87,6.5,8.4,8.1,0.0358718042395407,"tree",20.8
"kl_acegla_8","kl","acegla",0.474857142857143,3.8,46.5,7.8,6.143,8.48,7.224,0.0249794216262136,"tree",12.1
"kl_acegla_9","kl","acegla",0.566019736842105,1.8,46.9,5.09,4.034,NA,NA,0.0437638358913817,"tree",25.4
"kl_alninc_1","kl","alninc",0.469774011299435,2.9,48.6,4.52,3.557,2.765,2.058,0.0538624811938277,"shrub",16.8
"kl_alninc_2","kl","alninc",0.435608974358974,3.2,47.1,4.8,3.575,4.041,3.482,0.0429301144020582,"shrub",14.9
"kl_alninc_3","kl","alninc",0.427993630573248,3.5,49.5,7.14,8.644,2.392,NA,0.0274811882926372,"shrub",14.3
"kl_alninc_4","kl","alninc",0.420271903323263,3.4,47.4,5.09,2.948,3.424,1.496,0.0424478097625907,"shrub",14.2
"kl_alnvir_10","kl","alnvir",0.542178988326848,3.3,47.1,4.81,4.339,4.582,3.381,0.0360492233660427,"shrub",14.1
"kl_alnvir_11","kl","alnvir",0.530736434108527,2.9,47.3,4.53,3.174,2.26,2.133,0.0443969334345964,"shrub",16.3
"kl_alnvir_12","kl","alnvir",0.484481481481481,2.7,47.1,8.7,2.825,2.24,2.688,0.065294778616712,"shrub",17.7
"kl_alnvir_2","kl","alnvir",0.463087248322148,2.7,46.2,3.5,2.833,3.633,3.268,0.0281143746662672,"shrub",16.9
"kl_alnvir_3","kl","alnvir",0.516117216117216,2.5,47.5,3.6,1.582,1.764,1.861,0.0512356924183882,"shrub",18.9
"kl_alnvir_5","kl","alnvir",0.445454545454545,2.8,49,1.71,1.756,2,1.953,0.0558583482313471,"shrub",17.7
"kl_alnvir_6","kl","alnvir",0.403081395348837,3.3,48,1.75,2.288,1.396,1.929,0.0589749809723182,"shrub",14.4
"kl_alnvir_7","kl","alnvir",0.506259842519685,2.6,48,3.15,1.758,2.252,1.074,0.048552155869668,"shrub",18.3
"kl_alnvir_8","kl","alnvir",0.572128514056225,2.7,48.7,3.07,1.828,1.296,1.464,0.0501943229506642,"shrub",18.2
"kl_alnvir_9","kl","alnvir",0.472923076923077,3.3,48.1,4.48,3.809,2.552,2.27,0.0408981434010856,"shrub",14.5
"kl_amealn_1","kl","amealn",0.58578313253012,3.3,46.1,3.57,3.137,1.981,0.922,0.0329787455353231,"shrub",14.2
"kl_amealn_10","kl","amealn",0.647890625,2.6,46.6,2.13,2.259,NA,NA,0.0618022331987274,"shrub",18.2
"kl_amealn_2","kl","amealn",0.628884462151394,2.9,45.4,5.21,3.368,NA,NA,0.0279793344836736,"shrub",15.9
"kl_amealn_3","kl","amealn",0.639861111111111,2.2,46.1,5.3,3.835,NA,NA,0.0445172204885956,"shrub",20.8
"kl_amealn_4","kl","amealn",0.650135869565217,2.4,45.5,3.81,1.66,1.511,1.539,0.0473673846945928,"shrub",19
"kl_amealn_5","kl","amealn",0.615584415584416,2.7,46.4,2.34,1.48,NA,NA,0.0554321210939092,"shrub",16.9
"kl_amealn_6","kl","amealn",0.671060606060606,2.4,45.7,3.5,2.612,NA,NA,0.0406331300933312,"shrub",19.2
"kl_amealn_7","kl","amealn",0.681623931623932,2.4,45,2.86,1.931,NA,NA,0.0303649560333128,"shrub",18.8
"kl_amealn_8","kl","amealn",0.65207100591716,2.4,46,6.38,3.464,2.252,1.985,0.0484014028271007,"shrub",19.4
"kl_amealn_9","kl","amealn",0.619265091863517,2.4,46.2,2.18,2.062,NA,NA,0.0550531246868786,"shrub",19.5
"kl_betpap_10","kl","betpap",0.518656330749354,2.4,48.2,12.06,13.3,NA,NA,0.0730568880740405,"tree",20.4
"kl_betpap_11","kl","betpap",0.588609467455621,1.6,47,11.28,8.2,NA,NA,0.0610049122652587,"tree",29
"kl_betpap_12","kl","betpap",0.559815384615385,2.7,47.9,7.8,10.4,NA,NA,0.0504599868359703,"tree",18.1
"kl_betpap_13","kl","betpap",0.573953488372093,2,47.6,18.83,30.3,NA,NA,0.0497519335021869,"tree",23.9
