,site,species,no,date,dist.top,dist.btm,ht.cm,dbh,dbh2,dbh3,stem.vol,stem.weight
483,mp,rosgym,4,26-Jun,NA,NA,110.6,0.694,NA,NA,1.83,884.2
484,mp,rosgym,5,26-Jun,NA,NA,106.4,0.601,NA,NA,2.11,1106.1
485,mp,rosgym,6,26-Jun,NA,NA,145.3,9.7,NA,NA,1.56,844.8
486,mp,rosgym,7,26-Jun,NA,NA,170.6,0.718,0.759,0.565,1.11,580.6
487,mp,rosgym,8,26-Jun,NA,NA,158,0.783,NA,NA,2.52,1189.2
488,mp,rosgym,9,26-Jun,NA,NA,129.8,0.603,NA,NA,1.86,913.8
305,mp,rosgym,10,22-Jun,NA,NA,146,0.917,0.653,NA,3.03,448.4
372,mp,rubpar,1,23-Jun,NA,NA,87.4,0.544,NA,NA,2.03,549.5
434,mp,rubpar,2,25-Jun,NA,NA,101.5,8.28,NA,NA,2.91,774.1
373,mp,rubpar,3,23-Jun,NA,NA,60.7,0.474,NA,NA,2.08,396.1
374,mp,rubpar,4,23-Jun,NA,NA,71.2,0.638,NA,NA,1.83,499.5
375,mp,rubpar,5,23-Jun,NA,NA,64.3,0.697,NA,NA,2.45,874.1
489,mp,rubpar,6,26-Jun,NA,NA,168.7,1.374,NA,NA,3.32,1031.7
306,mp,rubpar,7,26-Jun,NA,NA,121.8,0.818,NA,NA,2.13,735.4
307,mp,rubpar,7,26-Jun,NA,NA,121.8,0.818,NA,NA,2.13,656.4
308,mp,rubpar,7,22-Jun,NA,NA,68.9,0.572,NA,NA,2.37,735.4
309,mp,rubpar,7,22-Jun,NA,NA,68.9,0.572,NA,NA,2.37,656.4
490,mp,rubpar,8,26-Jun,NA,NA,94.7,0.572,NA,NA,2.89,920.6
310,mp,rubpar,9,22-Jun,NA,NA,110,0.687,NA,NA,2.8,697.2
311,mp,rubpar,10,22-Jun,NA,NA,97.1,0.661,NA,NA,2.46,664.2
491,mp,rubspe,1,26-Jun,NA,NA,137.1,0.875,NA,NA,2.42,819.3
435,mp,rubspe,3,25-Jun,NA,NA,123.1,1.008,NA,NA,2.36,703.7
436,mp,rubspe,4,25-Jun,NA,NA,109.8,0.694,NA,NA,2.59,875
437,mp,rubspe,5,25-Jun,NA,NA,166.2,1.192,NA,NA,2.9,319.3
438,mp,rubspe,6,25-Jun,NA,NA,102.1,0.866,NA,NA,2.78,422.4
439,mp,rubspe,8,25-Jun,NA,NA,212.1,1.025,NA,NA,2.29,589.9
492,mp,rubspe,9,26-Jun,NA,NA,120.1,0.805,NA,NA,2.77,992.4
493,mp,rubspe,10,26-Jun,NA,NA,179.9,1.128,NA,NA,2.59,6605
494,mp,rubspe,11,26-Jun,NA,NA,106.4,0.579,NA,NA,2.6,896.7
495,mp,rubspe,12,26-Jun,NA,NA,200.2,1.226,NA,NA,3.16,1010.5
496,mp,rubspe,13,26-Jun,NA,NA,153,0.877,NA,NA,2.75,785.8
497,mp,rubspe,14,26-Jun,NA,NA,190.2,1.313,1.418,NA,1.84,904.4
440,mp,samrac,1,25-Jun,NA,NA,220.6,4.866,NA,NA,4.13,1440.6
441,mp,samrac,2,25-Jun,NA,NA,177.6,3.977,1.992,3.29,3.54,623.1
498,mp,samrac,3,26-Jun,NA,NA,310,2.866,NA,NA,3.6,811.8
499,mp,samrac,4,26-Jun,NA,NA,441,2.597,NA,NA,2.41,533.1
500,mp,samrac,5,26-Jun,NA,NA,525.3,8.2,6.3,NA,2.8,574.3
442,mp,samrac,6,25-Jun,NA,NA,111.1,1.027,1.68,1.695,4.47,851.9
376,mp,samrac,7,23-Jun,NA,NA,284.6,2.208,NA,NA,3.5,809.4
501,mp,samrac,8,26-Jun,NA,NA,264,1.45,0.942,0.554,3.09,826.1
502,mp,samrac,9,26-Jun,NA,NA,286.7,2.349,NA,NA,3.06,665.3
503,mp,samrac,10,26-Jun,NA,NA,332.2,1.625,1.63,2.083,3.62,453.7
504,mp,samrac,11,26-Jun,NA,NA,384.1,1.993,1.6,1.597,2.72,473.1
377,mp,shecan,2,23-Jun,NA,NA,136,2.271,1.192,1.427,2.6,1221.3
312,mp,shecan,3,22-Jun,NA,NA,317,2.86,NA,NA,3.87,2080.4
313,mp,shecan,4,22-Jun,NA,NA,109.5,0.879,0.801,1.029,3.33,1494.5
378,mp,shecan,5,23-Jun,NA,NA,152.6,3.899,NA,NA,3.44,1721.3
379,mp,shecan,6,23-Jun,NA,NA,150.3,1.374,1.122,1.033,2.61,1192.5
380,mp,shecan,7,23-Jun,NA,NA,159.3,2.479,2,1.823,3.44,1720
443,mp,shecan,8,25-Jun,NA,NA,80,1.923,NA,NA,4.27,2408.9
444,mp,shecan,9,25-Jun,NA,NA,138.2,1.958,NA,NA,3.77,1774.7
314,mp,shecan,10,22-Jun,NA,NA,123.4,1.894,NA,NA,3.62,1897.4
505,mp,shecan,11,26-Jun,NA,NA,139,0.977,0.944,0.443,4.1,1952.7
381,mp,sorsco,1,23-Jun,NA,NA,195.4,2.027,1.705,1.72,2.86,1249.4
445,mp,sorsco,3,25-Jun,NA,NA,123.2,2.04,1.33,1.297,2.22,1095
446,mp,sorsco,4,25-Jun,NA,NA,190.8,2.062,NA,NA,4.01,1632.6
506,mp,sorsco,8,26-Jun,NA,NA,325.6,2,2.9,NA,4,1470.4
507,mp,sorsco,10,26-Jun,NA,NA,256.8,3.132,3.178,2.553,3.19,1591.3
868,mp,sorsco,11,25-Jun,3,5,NA,6.1,NA,NA,4.51,NA
447,mp,sorsco,12,25-Jun,NA,NA,255,2.635,3.419,2.95,3.76,1924.7
448,mp,sorsco,12,26-Jun,NA,NA,401.1,3,2.1,NA,4.02,1924.7
508,mp,sorsco,13,26-Jun,NA,NA,363.3,3.3,NA,NA,2.8,1238.4
509,mp,sorsco,14,26-Jun,NA,NA,177.2,1.892,NA,NA,2.92,1300.4
1010,mp,sorsco,11_A,NA,NA,NA,NA,NA,NA,NA,NA,1527.6
991,mp,sorsco,11_b,NA,NA,NA,NA,NA,NA,NA,NA,1929.6
449,mp,spibet,1,25-Jun,NA,NA,26.1,0.319,NA,NA,0.78,344.6
382,mp,spibet,2,23-Jun,NA,NA,49.4,0.328,NA,NA,0.66,288
450,mp,spibet,3,25-Jun,NA,NA,57,0.343,NA,NA,0.88,338.9
383,mp,spibet,4,23-Jun,NA,NA,45,0.341,NA,NA,0.95,445.9
384,mp,spibet,5,23-Jun,NA,NA,67.5,0.3,NA,NA,0.76,252.3
385,mp,spibet,6,23-Jun,NA,NA,42.1,0.286,NA,NA,0.63,279.9
386,mp,spibet,7,23-Jun,NA,NA,67.1,0.476,NA,NA,0.81,289.2
315,mp,spibet,8,22-Jun,NA,NA,60.8,0.332,NA,NA,1.21,424.2
316,mp,spibet,9,22-Jun,NA,NA,63.6,0.36,NA,NA,1.21,463.2
387,mp,spibet,10,23-Jun,NA,NA,42.9,0.428,NA,NA,0.84,352.7
317,mp,spidou,1,22-Jun,NA,NA,109.4,0.788,NA,NA,3.09,1548.7
318,mp,spidou,2,22-Jun,NA,NA,109.1,0.652,NA,NA,1.63,656.6
319,mp,spidou,3,22-Jun,NA,NA,119,0.682,NA,NA,2.74,1550.1
320,mp,spipyr,1,22-Jun,NA,NA,132.1,0.735,NA,NA,1.98,538.5
321,mp,spipyr,2,22-Jun,NA,NA,85.2,0.511,NA,NA,1.36,606.8
322,mp,spipyr,3,22-Jun,NA,NA,36.5,0.774,NA,NA,2.78,1384.4
323,mp,spipyr,4,22-Jun,NA,NA,144.6,0.938,NA,NA,1.39,532.8
324,mp,spipyr,5,22-Jun,NA,NA,99.7,0.616,NA,NA,1.31,657.9
325,mp,spipyr,6,22-Jun,NA,NA,143.8,1.134,NA,NA,2.12,865.3
326,mp,spipyr,7,22-Jun,NA,NA,131.2,1.091,NA,NA,1.3,556.9
327,mp,spipyr,8,22-Jun,NA,NA,125.4,0.848,NA,NA,2.2,805.5
510,mp,spipyr,9,26-Jun,NA,NA,84.9,0.815,NA,NA,2.61,1404.5
511,mp,spipyr,10,26-Jun,NA,NA,120,0.635,NA,NA,3.09,1537.5
388,mp,symalb,1,23-Jun,NA,NA,101.5,0.65,NA,NA,3,1550.1
451,mp,symalb,3,25-Jun,NA,NA,100.3,0.701,NA,NA,2.66,1355.5
512,mp,symalb,4,26-Jun,NA,NA,109.2,0.582,NA,NA,2.31,1331.7
452,mp,symalb,5,25-Jun,NA,NA,78,0.616,NA,NA,2.3,1128.8
389,mp,symalb,6,23-Jun,NA,NA,109.6,0.532,NA,NA,2.21,820.6
453,mp,symalb,7,25-Jun,NA,NA,97.5,0.584,NA,NA,2.76,1562.3
454,mp,symalb,8,25-Jun,NA,NA,146.1,1.114,NA,NA,2.5,1418.8
328,mp,symalb,9,22-Jun,NA,NA,74,0.804,NA,NA,2.37,1414.5
329,mp,symalb,10,22-Jun,NA,NA,77,0.636,NA,NA,2.41,1269.8
513,mp,symalb,11,26-Jun,NA,NA,100.3,0.687,0.778,0.768,1.87,1040.3
514,mp,vacmem,1,26-Jun,NA,NA,101,0.874,NA,NA,2.97,1485.1
390,mp,vacmem,3,23-Jun,NA,NA,102.7,1.202,1.169,NA,2.2,1133.6
391,mp,vacmem,4,23-Jun,NA,NA,108.2,1.297,NA,NA,2.44,1218.3
392,mp,vacmem,5,25-Jun,NA,NA,99.2,0.821,NA,NA,3.62,1913.8
393,mp,vacmem,5,23-Jun,NA,NA,82.5,0.737,NA,NA,3.35,1913.8
1013,mp,vacmem,6,NA,NA,NA,NA,NA,NA,NA,NA,852.2
455,mp,vacmem,7,25-Jun,NA,NA,113.3,0.952,NA,NA,2.73,1385.9
515,mp,vacmem,8,26-Jun,NA,NA,106.9,1.771,NA,NA,3.46,1853.5
516,mp,vacmem,8,26-Jun,NA,NA,70.1,0.662,NA,NA,3.46,1853.5
394,mp,vacmem,9,23-Jun,NA,NA,53,0.417,NA,NA,1.38,654.5
330,mp,vacmem,11,22-Jun,NA,NA,86.5,0.869,NA,NA,2.61,1188.2
395,mp,vacmem,12,23-Jun,NA,NA,83.9,0.714,NA,NA,3.71,2093.7
994,mp,vacmem,5_02,NA,NA,NA,NA,NA,NA,NA,NA,1731.6
396,mp,vibedu,2,23-Jun,NA,NA,232.6,1.22,NA,NA,2.52,1004.6
397,mp,vibedu,4,23-Jun,NA,NA,161.5,10.5,NA,NA,3.02,1302.9
517,mp,vibedu,5,26-Jun,NA,NA,431,3.931,NA,NA,2.99,1353
331,mp,vibedu,7,22-Jun,NA,NA,217.2,1.75,NA,NA,3.79,1539.2
518,mp,vibedu,8,26-Jun,NA,NA,172.3,1.086,NA,NA,3.56,1515.8
332,mp,vibedu,9,22-Jun,NA,NA,133.1,0.879,NA,NA,4.34,1823.3
333,mp,vibedu,10,22-Jun,NA,NA,260.4,1.248,NA,NA,3,1260.5
398,mp,vibedu,12,23-Jun,NA,NA,146.1,1.087,NA,NA,1.8,598.2
519,mp,vibedu,13,26-Jun,NA,NA,256.1,1.306,NA,NA,3.07,10872
520,mp,vibedu,14,26-Jun,NA,NA,261,1.183,2.084,NA,2.19,999.1
23,sm,acegla,2,30-May,10,7,NA,0.524,NA,NA,NA,2745.6
128,sm,acegla,3,04-Jun,7,6,NA,16.1,9.7,12.6,3,1386.7
68,sm,acegla,7,01-Jun,10,5,NA,7.1,NA,NA,NA,1650.3
69,sm,acegla,8,01-Jun,14,7,NA,1.26,NA,NA,NA,1158.9
1,sm,acegla,9,29-May,11,13,NA,5,NA,NA,NA,4538.9
2,sm,acegla,10,29-May,11,12,NA,24,29.9,14.9,NA,2287.5
24,sm,acegla,11,30-May,7,6,NA,2.2,NA,NA,NA,2233.5
70,sm,acegla,13,01-Jun,11,8,NA,13.6,10.6,4.5,NA,1808.8
71,sm,acegla,14,01-Jun,9,7,NA,0.65,NA,NA,NA,2267
72,sm,acegla,15,01-Jun,16,12,NA,9.9,NA,NA,NA,1921
73,sm,alninc,1,01-Jun,9,8,NA,6.1,NA,NA,NA,920.2
74,sm,alninc,1,01-Jun,9,8,NA,6.1,NA,NA,NA,2210.2
75,sm,alninc,1,03-Jun,8,6,NA,7.5,NA,NA,2.13,920.2
76,sm,alninc,1,03-Jun,8,6,NA,7.5,NA,NA,2.13,2210.2
77,sm,alninc,2,01-Jun,9,7,NA,8.5,NA,NA,NA,2328.9
78,sm,alninc,3,01-Jun,7,6,NA,6.4,NA,NA,NA,2297.8
79,sm,alninc,4,01-Jun,10,7,NA,6.2,NA,NA,NA,2387.2
80,sm,alninc,5,01-Jun,12,8,NA,7.3,8.3,3.4,NA,1964.7
904,sm,alninc,8,30-May,9,6,NA,26.9,15.7,11.9,NA,NA
159,sm,alninc,19,05-Jun,7,3,NA,7.5,6.5,5.3,5.82,2529.8
160,sm,alninc,20,05-Jun,11,7,NA,10.9,7.3,6.5,5.46,2187
25,sm,alnvir,1,03-Jun,6,5,NA,6.4,3.7,2.4,2.55,1128.2
26,sm,alnvir,1,03-Jun,6,5,NA,6.4,3.7,2.4,2.55,1506.7
27,sm,alnvir,1,30-May,11,8,NA,26.4,22.2,24.1,NA,1128.2
28,sm,alnvir,1,30-May,11,8,NA,26.4,22.2,24.1,NA,1506.7
102,sm,alnvir,2,03-Jun,7,6,NA,4.5,3.1,3.1,3.25,1640.9
103,sm,alnvir,2,03-Jun,NA,NA,4.13,2.1,2.4,2,2.36,1640.9
129,sm,alnvir,6,04-Jun,NA,NA,296.3,1.221,1.234,1.123,2.51,1024.4
29,sm,alnvir,7,30-May,10,7,NA,26.7,16.8,8.3,NA,1390.3
3,sm,alnvir,8,29-May,6,7,NA,3.5,4.1,3.5,NA,771.2
104,sm,alnvir,9,03-Jun,5,4.18,NA,5.8,5.3,6.9,2.55,1153.4
105,sm,alnvir,10,03-Jun,NA,NA,5.22,5,5.7,6.2,2.63,1245.1
911,sm,alnvir,16,05-Jun,NA,NA,407.9,3.8,3.2,3,2.51,NA
161,sm,alnvir,17,05-Jun,5,2,NA,3.7,3.4,3,2.34,1154.5
162,sm,alnvir,18,05-Jun,NA,NA,445.2,3.1,3.5,3.6,2.8,1257.9
130,sm,alnvir,19,04-Jun,NA,NA,331.7,3.445,3.62,2.934,2.35,1164.6
131,sm,alnvir,20,04-Jun,7,7,NA,6.5,5.9,5.4,2.83,1339.5
1008,sm,alnvir,2_02,NA,NA,NA,NA,NA,NA,NA,NA,1216.1
1004,sm,alnvir,8_02,NA,NA,NA,NA,NA,NA,NA,NA,1051.6
46,sm,amealn,1,31-May,9,7,NA,6.7,6.3,8.6,NA,1572.8
4,sm,amealn,2,29-May,NA,NA,293,2.04,NA,NA,NA,1383.6
47,sm,amealn,3,31-May,6,5,NA,3,3,3,NA,741.6
48,sm,amealn,4,31-May,4,3,NA,3.1,NA,NA,NA,1619.2
49,sm,amealn,5,31-May,9,8,NA,3.4,NA,NA,NA,1857.9
50,sm,amealn,6,31-May,12,10,NA,5.1,4.3,4.1,NA,1256.3
51,sm,amealn,7,31-May,4,3,NA,3.3,NA,NA,NA,1429.5
7,sm,amealn,8,29-May,NA,NA,320.2,2.48,NA,NA,NA,1741.3
5,sm,amealn,9,29-May,NA,NA,353.5,2.39,NA,NA,NA,2502.8
6,sm,amealn,10,29-May,NA,NA,215.1,1.66,NA,NA,NA,1965
52,sm,betpap,1,31-May,12,7,NA,19,NA,NA,NA,1421.1
30,sm,betpap,2,30-May,15,10,NA,8.6,NA,NA,NA,2017.8
31,sm,betpap,4,30-May,15,11,NA,16.9,NA,NA,NA,1922.1
81,sm,betpap,5,01-Jun,13,8,NA,12.7,NA,NA,NA,1541
869,sm,betpap,6,01-Jun,14,17,NA,12.9,NA,NA,NA,NA
32,sm,betpap,7,30-May,17,15,NA,27.3,NA,NA,NA,1784.2
33,sm,betpap,7,30-May,17,15,NA,27.3,NA,NA,NA,1695.1
8,sm,betpap,8,29-May,13,17,NA,30.1,NA,NA,NA,2440.2
9,sm,betpap,9,29-May,13,17,NA,21.3,NA,NA,NA,1454.9
10,sm,betpap,10,29-May,14,18,NA,21.9,NA,NA,NA,1910.1
11,sm,betpap,13,29-May,7,9,NA,13.1,NA,NA,NA,2006.9
870,sm,betpap,7_2,01-Jun,15,8,NA,1.92,NA,NA,NA,NA
34,sm,corsto,2,30-May,NA,NA,107.4,0.879,NA,NA,NA,1053.1
35,sm,corsto,3,30-May,NA,NA,150,1.214,NA,NA,NA,984.6
36,sm,corsto,4,30-May,NA,NA,181.7,1.261,NA,NA,NA,1169.4
37,sm,corsto,5,30-May,NA,NA,143,0.873,NA,NA,NA,1809.1
82,sm,corsto,6,01-Jun,NA,NA,191,1.704,NA,NA,NA,763
83,sm,corsto,7,01-Jun,NA,NA,265.5,1.415,NA,NA,NA,2016.6
84,sm,corsto,8,01-Jun,NA,NA,192.5,1.316,NA,NA,NA,605.6
85,sm,corsto,10,01-Jun,NA,NA,226.6,2,NA,NA,NA,600.2
12,sm,corsto,11,29-May,NA,NA,300.2,2.26,NA,NA,NA,1642.1
86,sm,corsto,12,01-Jun,NA,NA,266,2.005,NA,NA,NA,1140.1
87,sm,corsto,13,01-Jun,NA,NA,199.5,1.383,NA,NA,NA,2121.3
88,sm,corsto,14,01-Jun,NA,NA,250.5,1.707,NA,NA,NA,918.8
53,sm,loninv,1,31-May,NA,NA,176.7,1.464,NA,NA,NA,1023.5
54,sm,loninv,2,31-May,NA,NA,142.5,0.902,NA,NA,NA,602.7
89,sm,loninv,3,01-Jun,NA,NA,119.7,0.978,NA,NA,NA,1130.5
106,sm,loninv,4,03-Jun,NA,NA,131.6,1.612,NA,NA,2.23,1027.4
938,sm,loninv,5,04-Jun,NA,NA,221.4,2.573,NA,NA,1.17,NA
13,sm,loninv,6,29-May,NA,NA,215.1,2.01,NA,NA,NA,1008.2
38,sm,loninv,7,30-May,NA,NA,190.2,1.245,NA,NA,NA,924.7
39,sm,loninv,8,30-May,NA,NA,134.2,0.902,NA,NA,NA,1453.4
40,sm,loninv,9,30-May,NA,NA,183.4,1.398,NA,NA,NA,603.1
132,sm,loninv,11,04-Jun,NA,NA,152.1,2.317,NA,NA,1.52,528.8
1012,sm,loninv,2_2,NA,NA,NA,NA,NA,NA,NA,NA,450.2
996,sm,menfer,2,NA,NA,NA,NA,NA,NA,NA,NA,888.5
107,sm,menfer,4,03-Jun,NA,NA,160.3,1.935,1.685,1.637,1.65,676.6
108,sm,menfer,6,03-Jun,NA,NA,189.5,1.233,0.997,0.934,1.92,825.7
109,sm,menfer,7,03-Jun,NA,NA,200.6,1.78,1.255,1.323,1.51,NA
110,sm,menfer,8,03-Jun,NA,NA,277.6,2.532,1.865,2.672,2.4,1072.9
111,sm,menfer,9,03-Jun,NA,NA,267.5,3.023,3.151,2.584,2.1,NA
133,sm,menfer,10,04-Jun,NA,NA,109.5,1.382,1.372,0.939,1.24,547.7
134,sm,menfer,11,04-Jun,NA,NA,217.2,1.529,1.663,1.468,1.07,482.4
135,sm,menfer,12,04-Jun,NA,NA,221.4,1.847,1.72,1.98,1.17,555.2
136,sm,menfer,13,04-Jun,NA,NA,203.8,1.813,1.592,1.434,1.47,656.7
137,sm,menfer,14,04-Jun,NA,NA,178.9,2.498,1.839,1.784,1.24,562.8
41,sm,popbal,1,30-May,NA,NA,317.6,2,NA,NA,NA,1634.6
138,sm,popbal,3,04-Jun,24,16,NA,37,NA,NA,4.26,1949.3
139,sm,popbal,5,04-Jun,28,38,NA,88.9,NA,NA,2.73,1372
140,sm,popbal,6,04-Jun,22,14,NA,53.2,NA,NA,3.25,1263.1
42,sm,popbal,8,30-May,12,10,NA,11.1,NA,NA,NA,2067.1
141,sm,popbal,9,04-Jun,25,12,NA,53.4,NA,NA,2.78,1281.4
90,sm,popbal,10,01-Jun,16,7,NA,15.9,NA,NA,NA,1276.1
142,sm,popbal,11,04-Jun,15,8,NA,12.8,23.3,NA,3.29,1649.7
143,sm,popbal,12,04-Jun,16,11,NA,25.5,24.4,23.3,3.22,1545.5
144,sm,popbal,20,04-Jun,24,16,NA,28.2,NA,NA,3.48,1471.9
145,sm,poptre,2,04-Jun,13,11,NA,10.7,NA,NA,3.33,1623.6
146,sm,poptre,3,04-Jun,8,6,NA,7.2,NA,NA,3.65,1844
147,sm,poptre,4,04-Jun,17,12,NA,26,8.8,119.2,3.57,1804.7
148,sm,poptre,5,04-Jun,8,7,NA,9.5,NA,NA,2.74,1337.7
55,sm,poptre,7,31-May,7,5,NA,7.2,NA,NA,NA,1987
56,sm,poptre,10,31-May,9,7,NA,9.8,NA,NA,NA,NA
57,sm,poptre,11,31-May,8,6,NA,10.9,NA,NA,NA,2393.3
58,sm,poptre,12,31-May,7,5,NA,13.7,NA,NA,NA,2452
59,sm,poptre,13,31-May,14,8,NA,27.4,NA,NA,NA,2815.2
60,sm,poptre,14,31-May,9,7,NA,15.9,NA,NA,NA,3319.3
112,sm,poptre,15,03-Jun,9,8,NA,8,NA,NA,4.3,2162.9
113,sm,poptre,16,03-Jun,13,8,NA,17.1,NA,NA,3.7,1924.1
114,sm,poptre,17,03-Jun,7,4,NA,7.5,NA,NA,2.83,1389.9
149,sm,poptre,18,04-Jun,7,5,NA,5.9,NA,NA,2.69,1298.3
150,sm,poptre,19,04-Jun,10,8,NA,12.6,NA,NA,2.85,1455.1
945,sm,rhoalb,1,31-May,8,7,NA,3.4,NA,NA,NA,NA
879,sm,rhoalb,2,30-May,5,3,NA,2.6,NA,NA,NA,NA
880,sm,rhoalb,3,30-May,10,8,NA,4.7,NA,NA,NA,NA
881,sm,rhoalb,4,30-May,10,7,NA,6,NA,NA,NA,NA
906,sm,rhoalb,5,31-May,8,7,NA,3.5,NA,NA,NA,NA
907,sm,rhoalb,6,31-May,6,5,NA,4.5,NA,NA,NA,NA
908,sm,rhoalb,7,31-May,4,3,NA,4.5,NA,NA,NA,NA
909,sm,rhoalb,8,31-May,6,4,NA,4.6,NA,NA,NA,NA
950,sm,rhoalb,9,31-May,5,3,NA,6.4,NA,NA,NA,NA
871,sm,rhoalb,10,31-May,8,7,NA,5.1,NA,NA,NA,NA
61,sm,riblac,2,31-May,NA,NA,156.2,1.591,1.392,3.043,NA,1029.2
62,sm,riblac,3,31-May,NA,NA,191,1.315,1.479,1.553,NA,1312.3
115,sm,riblac,5,03-Jun,NA,NA,145.2,1.021,NA,NA,1.66,766.8
116,sm,riblac,6,03-Jun,NA,NA,113.4,0.838,NA,NA,1.72,1061
117,sm,riblac,7,03-Jun,NA,NA,148.3,0.816,NA,NA,1.21,546.4
151,sm,riblac,8,04-Jun,NA,NA,55.6,0.577,0.703,0.831,1.51,883.7
63,sm,riblac,9,31-May,NA,NA,148.3,0.678,NA,NA,NA,NA
64,sm,riblac,9,31-May,NA,NA,148.3,0.678,NA,NA,NA,1012.7
152,sm,riblac,10,04-Jun,NA,NA,112.8,0.613,NA,NA,2.15,1145.3
118,sm,riblac,11,03-Jun,NA,NA,94.8,0.706,NA,NA,2.32,1547.8
119,sm,riblac,12,03-Jun,NA,NA,102.6,0.934,NA,NA,1.39,811.6
153,sm,riblac,12_2,04-Jun,NA,NA,75.7,0.597,NA,NA,1.25,757.9
65,sm,rosaci,1,31-May,NA,NA,188.1,1.566,NA,NA,NA,1329.8
66,sm,rosaci,2,31-May,NA,NA,218.1,2.29,NA,NA,NA,1705.3
91,sm,rosaci,3,01-Jun,NA,NA,130,0.755,NA,NA,NA,741.8
14,sm,rosaci,4,29-May,NA,NA,161.2,1.5,NA,NA,NA,659.7
67,sm,rosaci,5,31-May,NA,NA,250.1,1.64,NA,NA,NA,2217.8
92,sm,rosaci,6,01-Jun,NA,NA,137,1.177,NA,NA,NA,434.6
15,sm,rosaci,7,29-May,NA,NA,160,1.43,NA,NA,NA,1125.9
16,sm,rosaci,8,29-May,NA,NA,197.2,1.88,NA,NA,NA,819.3
17,sm,rosaci,9,29-May,NA,NA,184.2,1.97,NA,NA,NA,1052.3
18,sm,rosaci,10,29-May,NA,NA,174.5,1.4,NA,NA,NA,1293.8
163,sm,rosaci,20,05-Jun,NA,NA,173.4,1.119,NA,NA,1.33,483
918,sm,rubida,1,31-May,NA,NA,104.4,0.694,NA,NA,NA,NA
919,sm,rubida,2,31-May,NA,NA,88.9,0.528,NA,NA,NA,NA
962,sm,rubida,5,04-Jun,NA,NA,100.1,0.637,NA,NA,2.52,NA
920,sm,rubida,6,31-May,NA,NA,106.5,0.665,NA,NA,NA,NA
921,sm,rubida,7,31-May,NA,NA,100.4,0.53,NA,NA,NA,NA
882,sm,rubida,8,31-May,NA,NA,93.7,0.544,NA,NA,NA,NA
883,sm,rubida,9,31-May,NA,NA,105,0.593,NA,NA,NA,NA
924,sm,rubida,10,31-May,NA,NA,90,0.575,NA,NA,NA,NA
941,sm,rubida,11,03-Jun,NA,NA,195.5,0.808,NA,NA,2.11,NA
942,sm,rubida,12,03-Jun,NA,NA,137.3,0.825,NA,NA,4.69,NA
120,sm,rubpar,1,03-Jun,NA,NA,86.7,0.87,NA,NA,1.98,521.8
121,sm,rubpar,2,03-Jun,NA,NA,99.3,0.723,NA,NA,1.54,306.9
122,sm,rubpar,3,03-Jun,NA,NA,90.3,0.703,NA,NA,2.31,599.9
19,sm,rubpar,4,29-May,NA,NA,94.1,0.7,NA,NA,NA,554.7
20,sm,rubpar,5,29-May,NA,NA,102.3,0.92,NA,NA,NA,1014.9
43,sm,rubpar,6,30-May,NA,NA,78.9,0.65,NA,NA,NA,831.3
21,sm,rubpar,7,29-May,NA,NA,88.8,NA,NA,NA,NA,1194.9
93,sm,rubpar,8,01-Jun,NA,NA,73.7,0.647,NA,NA,NA,447.8
94,sm,rubpar,9,01-Jun,NA,NA,79.5,0.602,NA,NA,NA,689.1
22,sm,rubpar,10,29-May,NA,NA,66.4,NA,NA,NA,NA,843.2
995,sm,rubspe,1,NA,NA,NA,NA,NA,NA,NA,NA,845.1
1009,sm,rubspe,2,NA,NA,NA,NA,NA,NA,NA,NA,573.1
1011,sm,rubspe,5,NA,NA,NA,NA,NA,NA,NA,NA,679.7
1015,sm,rubspe,6,NA,NA,NA,NA,NA,NA,NA,NA,597.2
1018,sm,rubspe,7,NA,NA,NA,NA,NA,NA,NA,NA,717.9
1017,sm,rubspe,8,NA,NA,NA,NA,NA,NA,NA,NA,661.9
1001,sm,rubspe,9,NA,NA,NA,NA,NA,NA,NA,NA,727.7
1002,sm,rubspe,10,NA,NA,NA,NA,NA,NA,NA,NA,639.5
1020,sm,rubspe,11,NA,NA,NA,NA,NA,NA,NA,NA,566.1
990,sm,rubspe,12,NA,NA,NA,NA,NA,NA,NA,NA,1347.5
123,sm,samrac,2,03-Jun,NA,NA,276.1,2.857,4.518,4.988,2.74,714.3
154,sm,samrac,3,04-Jun,NA,NA,186.4,3.244,NA,NA,1.73,351.5
124,sm,samrac,4,03-Jun,NA,NA,187,3.972,NA,NA,3.34,886
125,sm,samrac,5,03-Jun,NA,NA,185.4,1.916,3.356,NA,2.51,545.1
126,sm,samrac,6,03-Jun,NA,NA,180.6,2.554,1.941,1.938,2.29,627.8
127,sm,samrac,7,03-Jun,NA,NA,207.5,4.739,3.948,2.963,2.28,513
155,sm,samrac,8,04-Jun,NA,NA,209.6,3.018,2.132,2.739,2.4,791.2
156,sm,samrac,9,04-Jun,NA,NA,44.8,1.843,1.948,NA,2.9,710.5
157,sm,samrac,10,04-Jun,NA,NA,279,3.973,3.728,3.201,3.64,696.9
158,sm,samrac,11,04-Jun,NA,NA,276,2.535,3.319,2.42,3.42,852.8
44,sm,shecan,1,30-May,NA,NA,124.6,2.468,NA,NA,NA,900.2
164,sm,shecan,5,05-Jun,NA,NA,127.9,1.483,1.26,1.311,2.15,1109.5
95,sm,shecan,6,01-Jun,NA,NA,135.7,2.627,NA,NA,NA,1685.6
