sample,site,species,no.x,vol,stem.weight,ssd,Weight..mg.,per.N,per.C,C.N,type,ht,dbh,dbh2,dbh3,no.y,lma
mp_spipyr_8,mp,spipyr,8,2.2,805.5,366.1363636,3.6,2.8,48.1,17.1,shrub,1.25,0.848,NA,NA,8,2.233529104
mp_spipyr_9,mp,spipyr,9,2.61,1404.5,538.1226054,4.06,2.2,48.9,22,shrub,0.85,0.815,NA,NA,9,4.04846097
mp_symalb_1,mp,symalb,1,3,1550.1,516.7,3.83,3,45.4,15.2,shrub,1.02,0.65,NA,NA,1,2.739896144
mp_symalb_10,mp,symalb,10,2.41,1269.8,526.8879668,3.65,2.3,47.1,20.2,shrub,0.77,0.636,NA,NA,10,5.686973451
mp_symalb_11,mp,symalb,11,1.87,1040.3,556.3101604,3.87,2,45.2,22.1,shrub,1,0.687,0.778,0.768,11,4.197999938
mp_symalb_3,mp,symalb,3,2.66,1355.5,509.5864662,4.51,2.7,46,17.1,shrub,1,0.701,NA,NA,3,5.855325554
mp_symalb_4,mp,symalb,4,2.31,1331.7,576.4935065,3.55,2.4,45.4,18.7,shrub,1.09,0.582,NA,NA,4,2.526551737
mp_symalb_5,mp,symalb,5,2.3,1128.8,490.7826087,3.61,2.8,45.6,16.5,shrub,0.78,0.616,NA,NA,5,4.192477911
mp_symalb_6,mp,symalb,6,2.21,820.6,371.3122172,4.32,3.2,45.3,14.3,shrub,1.1,0.532,NA,NA,6,3.486306855
mp_symalb_7,mp,symalb,7,2.76,1562.3,566.0507246,4.03,2.4,46.2,19.3,shrub,0.98,0.584,NA,NA,7,3.893978204
mp_symalb_8,mp,symalb,8,2.5,1418.8,567.52,3.59,2,45.1,22.2,shrub,1.46,1.114,NA,NA,8,3.902259423
mp_symalb_9,mp,symalb,9,2.37,1414.5,596.835443,4.01,1.8,45.2,25.7,shrub,0.74,0.804,NA,NA,9,5.69451376
mp_vacmem_1,mp,vacmem,1,2.97,1485.1,500.03367,3.8,2.5,46.9,18.9,shrub,1.01,0.874,NA,NA,1,2.231937353
mp_vacmem_11,mp,vacmem,11,2.61,1188.2,455.2490421,4.6,2.3,46.2,20.5,shrub,0.86,0.869,NA,NA,11,2.860731592
mp_vacmem_12,mp,vacmem,12,3.71,2093.7,564.3396226,4.29,2.5,47,18.9,shrub,0.84,0.714,NA,NA,12,3.101726491
mp_vacmem_3,mp,vacmem,3,2.2,1133.6,515.2727273,4.56,2.1,48.9,23.5,shrub,1.03,1.202,1.169,NA,3,4.337494746
mp_vacmem_4,mp,vacmem,4,2.44,1218.3,499.3032787,4.45,2.3,49.2,21.5,shrub,1.08,1.297,NA,NA,4,3.416965595
mp_vacmem_5,mp,vacmem,5,3.35,1913.8,571.2835821,4,2.2,48.9,22.5,shrub,0.82,0.737,NA,NA,5,7.714464706
mp_vacmem_5_02,mp,vacmem,5_02,3.62,1731.6,478.3425414,NA,NA,NA,NA,shrub,0.99,0.821,NA,NA,NA,NA
mp_vacmem_6,mp,vacmem,6,NA,852.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mp_vacmem_7,mp,vacmem,7,2.73,1385.9,507.6556777,4.05,2.9,47.4,16.5,shrub,1.13,0.952,NA,NA,7,2.320182079
mp_vacmem_8,mp,vacmem,8,3.46,1853.5,535.6936416,4.04,2.2,46.3,21,shrub,1.07,1.771,NA,NA,8,2.745685159
mp_vacmem_8,mp,vacmem,8,3.46,1853.5,535.6936416,4.04,2.2,46.3,21,shrub,1.07,1.771,NA,NA,8,2.745685159
mp_vacmem_8,mp,vacmem,8,3.46,1853.5,535.6936416,4.04,2.2,46.3,21,shrub,0.7,0.662,NA,NA,8,2.745685159
mp_vacmem_8,mp,vacmem,8,3.46,1853.5,535.6936416,4.04,2.2,46.3,21,shrub,0.7,0.662,NA,NA,8,2.745685159
mp_vacmem_9,mp,vacmem,9,1.38,654.5,474.2753623,4.58,2.5,47.1,18.8,shrub,0.53,0.417,NA,NA,9,3.947026184
mp_vibedu_10,mp,vibedu,10,3,1260.5,420.1666667,3.8,2.6,46.6,18,shrub,2.6,1.248,NA,NA,10,3.110758995
mp_vibedu_12,mp,vibedu,12,1.8,598.2,332.3333333,3.71,2.3,47,20,shrub,1.46,1.087,NA,NA,12,3.270236022
mp_vibedu_13,mp,vibedu,13,3.07,10872,3541.368078,3.91,2.1,44.8,21.4,shrub,2.56,1.306,NA,NA,13,2.412583313
mp_vibedu_14,mp,vibedu,14,2.19,999.1,456.2100457,3.83,2.3,43.9,19.3,shrub,2.61,1.183,2.084,NA,NA,NA
mp_vibedu_2,mp,vibedu,2,2.52,1004.6,398.6507937,4,2.2,45.4,20.8,shrub,2.33,1.22,NA,NA,2,3.099172978
mp_vibedu_4,mp,vibedu,4,3.02,1302.9,431.4238411,3.56,2.9,45.8,15.7,shrub,1.62,10.5,NA,NA,4,2.406549369
mp_vibedu_5,mp,vibedu,5,2.99,1353,452.5083612,4.12,2,46.5,23.6,shrub,4.31,3.931,NA,NA,5,6.788593631
mp_vibedu_7,mp,vibedu,7,3.79,1539.2,406.121372,4.18,2.1,46,22.1,shrub,2.17,1.75,NA,NA,7,2.982381174
mp_vibedu_8,mp,vibedu,8,3.56,1515.8,425.7865169,3.52,2.3,46.7,20.3,shrub,1.72,1.086,NA,NA,8,2.210039421
mp_vibedu_9,mp,vibedu,9,4.34,1823.3,420.1152074,4.22,1.9,46.3,24.1,shrub,1.33,0.879,NA,NA,9,3.240856596
sm_acegla_10,sm,acegla,10,4.1,2287.5,557.9268293,4.11,1.8,40.9,22.3,tree,6.28,24,29.9,14.9,10,3.897057415
sm_acegla_11,sm,acegla,11,4.93,2233.5,453.0425963,3.97,3.4,42.3,12.6,tree,5.09,2.2,NA,NA,11,2.103877828
sm_acegla_13,sm,acegla,13,3.84,1808.8,471.0416667,3.91,2.6,40.5,15.6,tree,9.03,13.6,10.6,4.5,13,2.617774302
sm_acegla_14,sm,acegla,14,4.21,2267,538.47981,4.48,2,40.3,20.1,tree,7.14,0.65,NA,NA,14,3.209622916
sm_acegla_15,sm,acegla,15,3.81,1921,504.1994751,4.05,3,50.4,16.8,tree,12.06,9.9,NA,NA,15,2.645910303
sm_acegla_2,sm,acegla,2,2.56,2745.6,1072.5,3.65,3.1,39.8,12.8,tree,8.62,0.524,NA,NA,2,3.282622427
sm_acegla_3,sm,acegla,3,3,1386.7,462.2333333,4.64,4.3,41.4,9.7,tree,5.09,16.1,9.7,12.6,3,3.356850137
sm_acegla_7,sm,acegla,7,4.34,1650.3,380.2534562,3.9,2.2,38.3,17.2,tree,10.14,7.1,NA,NA,7,2.322592649
sm_acegla_8,sm,acegla,8,2.37,1158.9,488.9873418,3.62,2.1,42.4,20,tree,13.6,1.26,NA,NA,8,3.552312964
sm_acegla_9,sm,acegla,9,2.83,4538.9,1603.85159,3.87,2.3,40.5,17.4,tree,8.41,5,NA,NA,9,3.367642817
sm_alninc_1,sm,alninc,1,5.33,2210.2,414.6716698,4.65,4,49.5,12.3,shrub,5.6,6.1,NA,NA,1,7.078992344
sm_alninc_1_June3,sm,alninc,1_June3,2.13,920.2,432.0187793,NA,NA,NA,NA,shrub,6.77,7.5,NA,NA,1_June3,5.554259178
sm_alninc_19,sm,alninc,19,5.82,2529.8,434.6735395,4.12,2.9,48.5,16.5,shrub,7.8,7.5,6.5,5.3,19,3.23381684
sm_alninc_2,sm,alninc,2,4.94,2328.9,471.437247,3.93,4.1,49.7,12.1,shrub,7.14,8.5,NA,NA,2,2.91317884
sm_alninc_20,sm,alninc,20,5.46,2187,400.5494505,4.55,3.7,48.2,13.2,shrub,9.97,10.9,7.3,6.5,20,2.355678951
sm_alninc_21,sm,alninc,21,3.31,1506.7,455.1963746,3.75,4.1,49,11.8,shrub,9.03,26.4,22.2,24.1,21,2.836881143
sm_alninc_3,sm,alninc,3,5.5,2297.8,417.7818182,3.59,3.2,45.9,14.2,shrub,5.09,6.4,NA,NA,3,3.740845348
sm_alninc_4,sm,alninc,4,5.06,2387.2,471.7786561,4.68,3.3,48.9,14.7,shrub,8.62,6.2,NA,NA,4,4.285235086
sm_alninc_5,sm,alninc,5,5.68,1964.7,345.8978873,4.42,4.2,49.5,11.7,shrub,10.42,7.3,8.3,3.4,5,2.734025946
sm_alninc_8,sm,alninc,8,2,771.2,385.6,3.97,3.5,49,13.8,shrub,8.19,26.9,15.7,11.9,8,2.958143155
sm_alnvir_10,sm,alnvir,10,2.63,1245.1,473.4220532,4.53,4.9,50.5,10.3,shrub,5.22,5,5.7,6.2,10,3.402128327
sm_alnvir_11,sm,alnvir,11,NA,NA,NA,4.48,4.6,47.4,10.2,NA,NA,NA,NA,NA,11,3.853522026
sm_alnvir_17,sm,alnvir,17,2.34,1154.5,493.3760684,3.66,3.5,49.2,14.3,shrub,6.06,3.7,3.4,3,17,3.874164906
sm_alnvir_18,sm,alnvir,18,2.8,1257.9,449.25,4.26,3.4,47.7,13.9,shrub,4.45,3.1,3.5,3.6,18,4.854364969
sm_alnvir_19,sm,alnvir,19,2.35,1164.6,495.5744681,4.86,3.4,48.9,14.6,shrub,3.32,3.445,3.62,2.934,19,5.176983296
sm_alnvir_2,sm,alnvir,2,2.36,1640.9,695.2966102,4.51,4.6,47.8,10.5,shrub,4.13,2.1,2.4,2,2,3.679306012
sm_alnvir_2_2,sm,alnvir,2_2,3.25,1216.1,374.1846154,NA,NA,NA,NA,shrub,5.09,4.5,3.1,3.1,2_2,3.454887951
sm_alnvir_20,sm,alnvir,20,2.83,1339.5,473.3215548,4.42,4.2,47.4,11.2,shrub,1.48,6.5,5.9,5.4,20,3.580962657
sm_alnvir_6,sm,alnvir,6,2.51,1024.4,408.12749,3.88,3.7,50.5,13.8,shrub,2.96,1.221,1.234,1.123,NA,NA
sm_alnvir_8,sm,alnvir,8,2,NA,NA,3.76,3.8,47.2,12.6,shrub,5.09,3.5,4.1,3.5,8,3.095169723
sm_alnvir_9,sm,alnvir,9,2.55,1153.4,452.3137255,3.68,4.7,47.5,10.2,shrub,4.22,5.8,5.3,6.9,9,22.88196645
sm_amealn_1,sm,amealn,1,2.83,1572.8,555.7597173,4.21,3,44.3,14.7,shrub,7.14,6.7,6.3,8.6,1,5.974871661
sm_amealn_10,sm,amealn,10,3.14,1965,625.7961783,4.15,2.5,47,18.5,shrub,2.15,1.66,NA,NA,10,4.049955942
sm_amealn_2,sm,amealn,2,3,1383.6,461.2,4.18,3.4,47.2,13.8,shrub,2.93,2.04,NA,NA,2,3.986942677
sm_amealn_3,sm,amealn,3,1.56,741.6,475.3846154,4.5,3.1,45.5,14.7,shrub,4.8,3,3,3,3,4.213244516
sm_amealn_4,sm,amealn,4,2.93,1619.2,552.6279863,4.65,3.4,47.4,14.1,shrub,4.13,3.1,NA,NA,NA,NA
sm_amealn_5,sm,amealn,5,3.45,1857.9,538.5217391,4.84,3.2,46.1,14.6,shrub,5.6,3.4,NA,NA,5,4.923047305
sm_amealn_6,sm,amealn,6,2.66,1256.3,472.2932331,3.84,3.7,48.4,13.1,shrub,8.11,5.1,4.3,4.1,6,5.452020067
sm_amealn_7,sm,amealn,7,2.73,1429.5,523.6263736,4.39,3,45.8,15.1,shrub,4.13,3.3,NA,NA,7,5.738017381
sm_amealn_8,sm,amealn,8,3.07,1741.3,567.1986971,4.13,3.3,46.3,14.3,shrub,3.2,2.48,NA,NA,8,3.793595033
sm_amealn_9,sm,amealn,9,4.56,2502.8,548.8596491,4.6,2.8,46.6,16.7,shrub,3.54,2.39,NA,NA,9,3.59799154
sm_betpap_1,sm,betpap,1,2.57,1421.1,552.9571984,4.25,2.9,41.8,14.4,tree,11.23,19,NA,NA,1,2.933177322
sm_betpap_10,sm,betpap,10,3.51,1910.1,544.1880342,4.6,3.1,45.8,14.6,tree,12.79,21.9,NA,NA,10,2.874686062
sm_betpap_13,sm,betpap,13,3.88,2006.9,517.242268,3.65,2.6,48.1,18.9,tree,7.14,13.1,NA,NA,13,3.46729168
sm_betpap_2,sm,betpap,2,3.72,2017.8,542.4193548,4.58,3.1,41.2,13.2,tree,12.66,8.6,NA,NA,2,2.545641829
sm_betpap_4,sm,betpap,4,2.63,1922.1,730.8365019,3.88,3,48.3,16.1,tree,11.68,16.9,NA,NA,4,3.079331567
sm_betpap_5,sm,betpap,5,3.09,1541,498.7055016,3.86,3.8,48.8,12.9,tree,11.73,12.7,NA,NA,5,2.98477426
sm_betpap_6,sm,betpap,6,1.91,1045,547.1204188,3.74,4,47.8,12.1,tree,11.12,12.9,NA,NA,6,2.346374603
sm_betpap_7,sm,betpap,7,3.37,1784.2,529.4362018,3.72,3.6,47.7,13.2,tree,9.48,27.3,NA,NA,7,2.453455509
sm_betpap_8,sm,betpap,8,4.12,2440.2,592.2815534,4.16,2.8,47.4,16.9,tree,12.43,30.1,NA,NA,8,3.12501469
sm_betpap_9,sm,betpap,9,3.09,1454.9,470.8414239,4.21,2.8,47,16.5,tree,12.43,21.3,NA,NA,9,2.751483244
sm_corsto_10,sm,corsto,10,1.57,600.2,382.2929936,4.34,2.3,44.7,19.1,shrub,2.27,2,NA,NA,10,2.403106626
sm_corsto_11,sm,corsto,11,3.08,1642.1,533.1493506,3.92,2.1,42.5,20.6,shrub,3,2.26,NA,NA,11,2.579166722
sm_corsto_12,sm,corsto,12,2.7,1140.1,422.2592593,3.74,2.8,45.5,16.1,shrub,2.66,2.005,NA,NA,12,2.701170776
sm_corsto_13,sm,corsto,13,4.32,2121.3,491.0416667,3.7,2.7,49.4,18,shrub,2,1.383,NA,NA,13,3.189859952
sm_corsto_14,sm,corsto,14,2.52,918.8,364.6031746,4.12,1.7,39.4,23.6,shrub,2.5,1.707,NA,NA,14,3.545928354
sm_corsto_2,sm,corsto,2,2.49,1053.1,422.9317269,3.97,3,44.6,15,shrub,1.07,0.879,NA,NA,2,3.342263445
sm_corsto_3,sm,corsto,3,2.53,984.6,389.1699605,4.22,3.6,46,12.9,shrub,1.5,1.214,NA,NA,3,2.952364734
sm_corsto_4,sm,corsto,4,2.77,1169.4,422.166065,3.9,3.3,45.9,13.9,shrub,1.82,1.261,NA,NA,4,2.166598446
sm_corsto_5,sm,corsto,5,4.17,1809.1,433.8369305,3.92,3,45.9,15.5,shrub,1.43,0.873,NA,NA,5,2.3600982
sm_corsto_6,sm,corsto,6,1.71,763,446.1988304,4.21,3,45,15.2,shrub,1.91,1.704,NA,NA,6,3.503030303
sm_corsto_7,sm,corsto,7,3.99,2016.6,505.4135338,3.81,3,46.3,15.3,shrub,2.66,1.415,NA,NA,7,2.29930229
sm_corsto_8,sm,corsto,8,1.39,605.6,435.6834532,4.12,3.4,46.1,13.5,shrub,1.92,1.316,NA,NA,8,2.349377192
sm_loninv_1,sm,loninv,1,2.53,1023.5,404.5454545,3.9,3.9,46.3,11.9,shrub,1.77,1.464,NA,NA,1,3.752648341
sm_loninv_10,sm,loninv,10,NA,450.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sm_loninv_11,sm,loninv,11,1.52,528.8,347.8947368,4.05,3.4,47.4,14.1,shrub,1.52,2.317,NA,NA,11,4.385350213
sm_loninv_2,sm,loninv,2,1.66,602.7,363.0722892,4.39,4.2,46.5,11,shrub,1.42,0.902,NA,NA,2,3.397542625
sm_loninv_3,sm,loninv,3,2.4,1130.5,471.0416667,4.19,3.4,46.2,13.6,shrub,1.2,0.978,NA,NA,3,2.692309581
sm_loninv_4,sm,loninv,4,2.23,1027.4,460.7174888,4.08,4.7,44.2,9.4,shrub,1.32,1.612,NA,NA,4,2.416037061
sm_loninv_5,sm,loninv,5,1.17,NA,NA,4.42,4.9,46.2,9.4,shrub,2.21,2.573,NA,NA,5,3.2367367
sm_loninv_6,sm,loninv,6,2.41,1008.2,418.340249,3.54,3.3,47.9,14.7,shrub,2.15,2.01,NA,NA,6,3.217214595
sm_loninv_7,sm,loninv,7,4.59,924.7,201.459695,4.27,3,45.5,15,shrub,1.9,1.245,NA,NA,7,3.827106734
sm_loninv_8,sm,loninv,8,2.07,1453.4,702.1256039,4.11,3.8,45.4,11.8,shrub,1.34,0.902,NA,NA,8,2.802919841
sm_loninv_9,sm,loninv,9,1.39,603.1,433.8848921,4.27,3.4,45.2,13.4,shrub,1.83,1.398,NA,NA,9,2.28717107
sm_menfer_10,sm,menfer,10,1.24,547.7,441.6935484,3.74,4.4,48.6,11.2,shrub,1.1,1.382,1.372,0.939,10,1.855986711
sm_menfer_11,sm,menfer,11,1.07,482.4,450.8411215,4.06,3.1,47.4,15.1,shrub,2.17,1.529,1.663,1.468,11,1.950062284
sm_menfer_12,sm,menfer,12,1.17,555.2,474.5299145,3.78,3.4,46.9,14,shrub,2.21,1.847,1.72,1.98,12,2.220915775
sm_menfer_13,sm,menfer,13,1.47,656.7,446.7346939,4.3,4.1,48.8,11.9,shrub,2.04,1.813,1.592,1.434,13,2.169305402
sm_menfer_14,sm,menfer,14,1.24,562.8,453.8709677,3.99,4.4,47.8,10.9,shrub,1.79,2.498,1.839,1.784,14,2.22094959
sm_menfer_4,sm,menfer,4,1.65,676.6,410.0606061,3.67,4,48.7,12.3,shrub,1.6,1.935,1.685,1.637,4,2.004393081
sm_menfer_6,sm,menfer,6,1.92,825.7,430.0520833,4.33,3.5,45.2,12.9,shrub,1.9,1.233,0.997,0.934,6,1.969925721
sm_menfer_7,sm,menfer,7,1.51,NA,NA,3.71,4.4,46.9,10.7,shrub,2.01,1.78,1.255,1.323,7,1.700520656
sm_menfer_8,sm,menfer,8,2.4,1072.9,447.0416667,4.46,4.5,47.7,10.6,shrub,2.78,2.532,1.865,2.672,8,2.823122133
sm_menfer_9,sm,menfer,9,2.1,NA,NA,4.49,3.8,48.3,12.7,shrub,2.68,3.023,3.151,2.584,9,3.458869488
sm_popbal_1,sm,popbal,1,3.59,1634.6,455.3203343,3.69,4,46.2,11.6,tree,3.18,2,NA,NA,1,2.454325115
sm_popbal_10,sm,popbal,10,2.76,1276.1,462.3550725,3.72,2.9,47,16.5,tree,15.87,15.9,NA,NA,10,3.646394928
sm_popbal_11,sm,popbal,11,3.29,1649.7,501.4285714,3.89,2.5,48.8,19.2,tree,14.17,12.8,23.3,NA,11,4.008327342
sm_popbal_12,sm,popbal,12,3.22,1545.5,479.9689441,4.35,2.6,47.4,18.2,tree,13.1,25.5,24.4,23.3,12,5.181729767
sm_popbal_20,sm,popbal,20,3.48,1471.9,422.9597701,4.2,3.8,48.4,12.8,tree,19.37,28.2,NA,NA,20,3.175483246
sm_popbal_3,sm,popbal,3,4.26,1949.3,457.5821596,4.06,3.5,46.9,13.2,tree,19.37,37,NA,NA,3,4.403005847
sm_popbal_5,sm,popbal,5,2.73,1372,502.5641026,4.49,3.2,46.9,14.8,tree,27.17,88.9,NA,NA,5,5.093022458
sm_popbal_6,sm,popbal,6,3.25,1263.1,388.6461538,3.97,3.4,45.8,13.4,tree,18.45,53.2,NA,NA,6,4.181447603
sm_popbal_8,sm,popbal,8,3.94,2067.1,524.6446701,3.97,2.7,48,18,tree,8.11,11.1,NA,NA,8,3.436086671
sm_popbal_9,sm,popbal,9,2.78,1281.4,460.9352518,4.05,3.4,46.2,13.8,tree,23.41,53.4,NA,NA,9,4.053508269
sm_poptre_1,sm,poptre,1,NA,NA,NA,4.01,3.7,47.4,12.9,NA,NA,NA,NA,NA,NA,NA
sm_poptre_11,sm,poptre,11,5.28,2393.3,453.2765152,3.93,4.7,36.4,7.8,tree,6.77,10.9,NA,NA,11,8.444086202
sm_poptre_12,sm,poptre,12,5.83,2452,420.5831904,3.68,4.3,38,8.9,tree,6.38,13.7,NA,NA,12,8.146773253
sm_poptre_13,sm,poptre,13,5.73,2815.2,491.3089005,3.61,4.1,38.6,9.5,tree,12.97,27.4,NA,NA,13,7.386483929
sm_poptre_15,sm,poptre,15,4.3,2162.9,503,4.36,6.2,38.4,6.2,tree,5.6,8,NA,NA,15,4.206315358
sm_poptre_16,sm,poptre,16,3.7,1924.1,520.027027,4.4,5.8,38.1,6.5,tree,11.73,17.1,NA,NA,16,4.154824849
sm_poptre_17,sm,poptre,17,2.83,1389.9,491.130742,4.74,5.3,48,9.1,tree,7.22,7.5,NA,NA,17,3.265972434
sm_poptre_18,sm,poptre,18,2.69,1298.3,482.6394052,4.35,3.8,47.4,12.4,tree,6.38,5.9,NA,NA,18,4.518293148
sm_poptre_19,sm,poptre,19,2.85,1455.1,510.5614035,4.03,3.7,50.2,13.5,tree,7.48,12.6,NA,NA,19,4.481538953
sm_poptre_2,sm,poptre,2,3.33,1623.6,487.5675676,4.49,3,36.7,12.3,tree,8.41,10.7,NA,NA,2,5.324126773
sm_poptre_3,sm,poptre,3,3.65,1844,505.2054795,4.53,3,36.4,12.1,tree,6.77,7.2,NA,NA,3,5.443139756
sm_poptre_4,sm,poptre,4,3.57,1804.7,505.5182073,3.76,5.6,38.7,6.9,tree,13.52,26,8.8,119.2,4,4.910963542
sm_poptre_5,sm,poptre,5,2.74,1337.7,488.2116788,4.88,5.4,37.5,6.9,tree,5.35,9.5,NA,NA,5,4.842218681
sm_poptre_7,sm,poptre,7,4.02,1987,494.278607,4.08,4.9,34.8,7.2,tree,6.38,7.2,NA,NA,7,6.673427953
sm_riblac_10,sm,riblac,10,2.15,1145.3,532.6976744,4.59,3.7,48.5,13.1,shrub,1.13,0.613,NA,NA,NA,NA
sm_riblac_11,sm,riblac,11,2.32,1547.8,667.1551724,4.22,3.2,44.9,14.2,shrub,0.95,0.706,NA,NA,11,1.884974483
sm_riblac_12,sm,riblac,12,1.39,811.6,583.8848921,4.37,2.3,45.5,20.2,shrub,1.03,0.934,NA,NA,12,3.636940568
sm_riblac_12_02,sm,riblac,12_02,1.25,757.9,606.32,4.65,3.5,43.9,12.6,shrub,0.76,0.597,NA,NA,12_02,2.434177639
sm_riblac_2,sm,riblac,2,1.91,1029.2,538.8481675,4.02,2.4,47.5,20,shrub,1.56,1.591,1.392,3.043,2,5.509320245
sm_riblac_3,sm,riblac,3,2.53,1312.3,518.6956522,4.01,2.3,47.3,20.5,shrub,1.91,1.315,1.479,1.553,3,4.304916925
sm_riblac_5,sm,riblac,5,1.66,766.8,461.9277108,3.65,3.4,48.2,14.3,shrub,1.45,1.021,NA,NA,5,2.626805468
sm_riblac_6,sm,riblac,6,1.72,1061,616.8604651,3.79,2.5,45.9,18.6,shrub,1.13,0.838,NA,NA,6,2.879955859
sm_riblac_7,sm,riblac,7,1.21,546.4,451.5702479,4.01,2.7,44.3,16.4,shrub,1.48,0.816,NA,NA,7,2.277888769
sm_riblac_9,sm,riblac,9,NA,1012.7,NA,3.76,3.3,45.3,13.9,shrub,1.48,0.678,NA,NA,9,3.135957901
sm_rubpar_1,sm,rubpar,1,1.98,521.8,263.5353535,3.79,4.9,46.3,9.5,shrub,0.87,0.87,NA,NA,1,2.418958753
sm_rubpar_10,sm,rubpar,10,2.2,843.2,383.2727273,4.29,3.2,46,14.5,shrub,0.66,NA,NA,NA,10,2.887972422
sm_rubpar_2,sm,rubpar,2,1.54,306.9,199.2857143,3.64,3.9,45.6,11.7,shrub,0.99,0.723,NA,NA,2,2.88066349
sm_rubpar_3,sm,rubpar,3,2.31,599.9,259.6969697,4.42,4.1,45.9,11.3,shrub,0.9,0.703,NA,NA,3,2.040164748
sm_rubpar_4,sm,rubpar,4,2.04,554.7,271.9117647,4.14,2.6,46,18,shrub,0.94,0.7,NA,NA,4,3.153648034
sm_rubpar_5,sm,rubpar,5,3.43,1014.9,295.8892128,3.76,3,45.9,15.2,shrub,1.02,0.92,NA,NA,5,2.968169962
sm_rubpar_6,sm,rubpar,6,2.55,831.3,326,3.92,4.2,45.4,10.8,shrub,0.79,0.65,NA,NA,6,3.05528507
sm_rubpar_7,sm,rubpar,7,4.09,1194.9,292.1515892,4.77,3.1,46.3,14.9,shrub,0.89,NA,NA,NA,7,2.900747993
sm_rubpar_8,sm,rubpar,8,1.72,447.8,260.3488372,4.13,2.8,47.3,17.2,shrub,0.74,0.647,NA,NA,8,2.618202323
sm_rubpar_9,sm,rubpar,9,2.67,689.1,258.0898876,4.7,2.6,45.9,17.9,shrub,0.8,0.602,NA,NA,9,2.944114896
sm_samrac_10,sm,samrac,10,3.64,696.9,191.456044,3.91,6,44.2,7.3,shrub,2.79,3.973,3.728,3.201,10,2.213388576
sm_samrac_11,sm,samrac,11,3.42,852.8,249.3567251,4.46,5.7,44.1,7.8,shrub,2.76,2.535,3.319,2.42,11,2.917327081
sm_samrac_2,sm,samrac,2,2.74,714.3,260.6934307,3.67,6.3,49.2,7.8,shrub,2.76,2.857,4.518,4.988,2,2.354633511
sm_samrac_3,sm,samrac,3,1.73,351.5,203.1791908,4.17,7.1,45.6,6.4,shrub,1.86,3.244,NA,NA,3,3.148800156
sm_samrac_4,sm,samrac,4,3.34,886,265.2694611,4.22,6.5,44,6.8,shrub,1.87,3.972,NA,NA,4,2.09866905
sm_samrac_5,sm,samrac,5,2.51,545.1,217.1713147,3.75,4.8,46.5,9.6,shrub,1.85,1.916,3.356,NA,5,3.608692765
sm_samrac_6,sm,samrac,6,2.29,627.8,274.1484716,4.22,4.4,44,9.9,shrub,1.81,2.554,1.941,1.938,6,3.006032345
sm_samrac_7,sm,samrac,7,2.28,513,225,3.69,4.8,45.6,9.4,shrub,2.08,4.739,3.948,2.963,7,2.805199048
sm_samrac_8,sm,samrac,8,2.4,791.2,329.6666667,4.24,5,45.8,9.2,shrub,2.1,3.018,2.132,2.739,8,2.98310636
sm_samrac_9,sm,samrac,9,2.9,710.5,245,4.5,4.3,46.3,10.8,shrub,0.45,1.843,1.948,NA,9,3.420235138
sm_shecan_1,sm,shecan,1,1.65,900.2,545.5757576,4.27,6.7,33.9,5.1,shrub,1.25,2.468,NA,NA,1,4.440418576
sm_shecan_10,sm,shecan,10,2.56,1152.6,450.234375,4.31,4.5,45.8,10.2,shrub,2.25,3.436,NA,NA,10,3.636491637
sm_shecan_11,sm,shecan,11,1.61,850.9,528.5093168,3.62,3.1,46.9,15,shrub,1.64,1.768,NA,NA,11,6.278193765
sm_shecan_12,sm,shecan,12,2.54,1432.1,563.8188976,4.71,3.8,45.6,12.2,shrub,1.22,1.241,NA,NA,12,5.303921517
sm_shecan_16,sm,shecan,16,1.65,753.4,456.6060606,4.92,4.2,45.9,11.1,shrub,1.74,26.7,NA,NA,16,5.947673511
sm_shecan_5,sm,shecan,5,2.15,1109.5,516.0465116,3.63,6.7,38.1,5.7,shrub,1.28,1.483,1.26,1.311,5,3.897377957
sm_shecan_6,sm,shecan,6,3.04,1685.6,554.4736842,3.61,5.7,36.6,6.4,shrub,1.36,2.627,NA,NA,6,4.020886823
sm_shecan_7,sm,shecan,7,2.6,1191.4,458.2307692,4.52,4.4,35.2,7.9,shrub,1.81,1.935,NA,NA,7,6.416156847
sm_shecan_8,sm,shecan,8,2.53,1363.9,539.0909091,3.87,4.1,45.5,11.1,shrub,1.38,2.125,NA,NA,8,4.615849443
sm_shecan_9,sm,shecan,9,2.64,1288.5,488.0681818,4.34,4.4,45.9,10.5,shrub,1.91,3.968,NA,NA,9,4.110015387
sm_sorsco_1,sm,sorsco,1,4.62,2382,515.5844156,3.84,3.7,46.5,12.5,shrub,5.56,3.8,NA,NA,1,4.066248924
sm_sorsco_10,sm,sorsco,10,3.52,1275.2,362.2727273,4.22,4.6,45.1,9.7,shrub,2.71,3.7,5.6,4.8,10,6.246134976
sm_sorsco_11,sm,sorsco,11,2.6,927.2,356.6153846,3.84,3.4,44.2,13.2,shrub,5.09,6.3,NA,NA,11,4.058089603
sm_sorsco_12,sm,sorsco,12,3.22,1287.9,399.9689441,3.63,4,49.6,12.5,shrub,3.34,2.9,4,NA,12,3.594426784
